cpu		mem	  time
100,0  18,6   14,69  
100,0  18,6   14,79  
 90,9  18,7   14,89  
100,0  18,8   15,00  
100,0  18,8   15,11  
100,0  18,8   15,21  
100,0  18,8   15,31  
100,0  18,8   15,42  
100,0  18,9   15,53  
 90,9  19,0   15,63  
100,0  19,0   15,74  
100,0  19,0   15,84  
 90,9  19,0   15,94  
100,0  19,0   16,05  
 90,9  19,2   16,15  
100,0  19,3   16,25  
 90,9  19,3   16,35  
100,0  19,3   16,46  
100,0  19,3   16,56  
100,0  19,3   16,67  
100,0  19,5   16,77  
 90,9  19,5   16,87  
100,0  19,5   16,98  
100,0  19,5   17,08  
100,0  19,5   17,19  
100,0  19,5   17,29  
 90,9  19,7   17,39  
100,0  19,7   17,50  
 90,9  19,7   17,60  
100,0  19,7   17,70  
100,0  19,7   17,81  
 90,9  19,9   17,91  
100,0  20,0   18,02  
 90,9  20,0   18,12  
100,0  20,0   18,23  
 90,9  20,0   18,33  
100,0  20,0   18,43  
100,0  20,1   18,53  
100,0  20,2   18,64  
100,0  20,2   18,75  
 90,9  20,2   18,85  
100,0  20,2   18,96  
 90,9  20,2   19,06  
100,0  20,3   19,17  
100,0  20,3   19,28  
 90,9  20,3   19,38  
100,0  20,3   19,49  
100,0  20,3   19,60  
100,0  20,3   19,70  
 90,9  20,3   19,80  
100,0  20,4   19,91  
 90,9  20,4   20,01  
100,0  20,4   20,12  
 90,9  20,4   20,22  
100,0  20,4   20,33  
 90,9  20,4   20,43  
100,0  20,5   20,54  
 90,9  20,5   20,64  
100,0  20,5   20,75  
 90,9  20,5   20,85  
100,0  20,5   20,96  
100,0  20,5   21,06  
100,0  20,5   21,17  
100,0  20,7   21,28  
100,0  20,7   21,39  
100,0  20,7   21,49  
100,0  20,7   21,60  
100,0  20,7   21,70  
100,0  20,7   21,81  
100,0  20,7   21,91  
100,0  20,8   22,02  
100,0  20,8   22,12  
100,0  20,8   22,23  
100,0  20,8   22,33  
100,0  20,8   22,44  
100,0  20,8   22,55  
 90,9  20,8   22,65  
100,0  20,9   22,75  
 90,9  20,9   22,85  
100,0  20,9   22,96  
100,0  20,9   23,06  
100,0  20,9   23,17  
100,0  20,9   23,27  
100,0  20,9   23,38  
100,0  21,0   23,48  
100,0  21,0   23,59  
100,0  21,0   23,69  
100,0  21,0   23,80  
100,0  21,0   23,91  
 90,9  21,0   24,01  
100,0  21,1   24,11  
100,0  21,1   24,22  
100,0  21,1   24,33  
 90,9  21,1   24,43  
100,0  21,1   24,54  
 90,9  21,1   24,64  
100,0  21,1   24,75  
100,0  21,3   24,86  
 90,9  21,4   24,96  
100,0  21,4   25,06  
100,0  21,4   25,17  
100,0  21,4   25,28  
 90,9  21,4   25,38  
100,0  21,6   25,49  
100,0  21,6   25,60  
100,0  21,6   25,70  
100,0  21,6   25,81  
100,0  21,6   25,91  
100,0  21,6   26,02  
 90,9  21,7   26,12  
100,0  21,7   26,23  
 90,9  21,7   26,33  
100,0  21,7   26,44  
 90,9  21,7   26,54  
100,0  21,7   26,65  
 90,9  22,2   26,75  
100,0  22,4   26,86  
 90,9  22,4   26,96  
100,0  22,4   27,07  
 90,9  22,4   27,17  
100,0  22,4   27,28  
100,0  22,4   27,38  
100,0  22,6   27,49  
100,0  22,7   27,60  
 90,9  22,7   27,70  
100,0  22,7   27,81  
100,0  22,7   27,92  
 90,9  22,7   28,02  
100,0  22,8   28,12  
100,0  23,1   28,23  
100,0  23,1   28,34  
 90,9  23,1   28,44  
100,0  23,1   28,55  
 90,9  23,1   28,65  
100,0  23,1   28,76  
100,0  23,3   28,87  
 90,9  23,4   28,97  
100,0  24,2   29,08  
100,0  24,2   29,19  
100,0  24,2   29,29  
 90,9  24,2   29,39  
100,0  24,2   29,50  
 90,9  24,2   29,60  
100,0  24,2   29,71  
 90,9   0,0   29,81  

