CPU		MEM		TIME
 30,0   0,2   00,03
100,0   0,4   00,14
100,0   0,5   00,25
 90,9   0,6   00,35
100,0   0,7   00,45
100,0   0,8   00,55
 90,9   0,9   00,65
100,0   1,1   00,76
100,0   1,2   00,86
 90,9   1,3   00,96
100,0   1,4   01,07
 90,9   1,5   01,17
100,0   1,7   01,27
100,0   1,8   01,38
 90,9   1,9   01,48
100,0   2,0   01,59
100,0   2,1   01,69
100,0   2,2   01,80
100,0   2,3   01,91
 90,9   2,5   02,01
100,0   2,6   02,11
100,0   2,7   02,21
100,0   2,8   02,32
100,0   2,9   02,42
100,0   3,0   02,53
 90,9   3,2   02,63
100,0   3,2   02,73
 90,9   5,1   02,83
100,0   5,1   02,94
 90,9   5,7   03,04
100,0   7,0   03,15
100,0   7,1   03,26
 90,9   7,1   03,36
100,0   7,1   03,47
 90,9   7,1   03,57
100,0   7,1   03,67
100,0   7,1   03,78
 90,0   7,3   03,87
100,0   7,6   03,98
100,0   8,4   04,09
100,0   8,4   04,19
100,0   8,4   04,30
100,0   8,4   04,40
100,0   8,4   04,51
100,0   8,4   04,61
 90,9   8,4   04,71
100,0   8,4   04,82
100,0   9,2   04,93
100,0   9,5   05,03
100,0   9,5   05,13
 90,9   9,5   05,23
100,0   9,5   05,34
 90,9   9,5   05,44
100,0   9,5   05,55
100,0   9,8   05,66
100,0  10,2   05,77
 90,9  10,2   05,87
100,0  10,2   05,97
100,0  10,2   06,08
100,0  10,2   06,18
100,0  10,2   06,29
100,0  10,7   06,39
100,0  11,1   06,49
100,0  11,1   06,60
100,0  11,1   06,70
 90,9  11,1   06,80
100,0  11,1   06,91
100,0  11,1   07,02
100,0  11,7   07,12
 90,9  11,7   07,22
100,0  11,7   07,33
 90,9  11,7   07,43
100,0  11,7   07,54
 90,9  11,7   07,64
100,0  12,0   07,75
100,0  12,0   07,86
 90,9  12,0   07,96
100,0  12,0   08,07
 90,9  12,0   08,17
100,0  12,0   08,27
 90,9  12,3   08,37
100,0  12,5   08,48
100,0  12,5   08,59
100,0  12,5   08,69
 90,9  12,5   08,79
100,0  12,5   08,90
100,0  12,7   09,00
100,0  12,9   09,11
100,0  12,9   09,21
100,0  12,9   09,32
100,0  12,9   09,43
 90,9  12,9   09,53
100,0  12,9   09,63
 90,9  13,3   09,73
100,0  13,4   09,83
100,0  13,4   09,94
 90,9  13,4   10,04
100,0  13,4   10,15
 90,9  13,4   10,25
100,0  13,7   10,36
 90,9  13,8   10,46
100,0  13,8   10,57
 90,9  13,8   10,67
100,0  13,8   10,78
 90,9  13,8   10,88
100,0  13,9   10,99
100,0  14,3   11,09
100,0  14,3   11,20
100,0  14,3   11,30
100,0  14,3   11,41
100,0  14,3   11,51
 90,9  14,3   11,61
100,0  14,6   11,71
100,0  14,8   11,82
100,0  14,8   11,93
100,0  14,8   12,03
 90,9  14,8   12,13
100,0  14,8   12,24
 90,9  15,1   12,34
100,0  15,2   12,45
100,0  15,2   12,56
100,0  15,2   12,66
 90,9  15,2   12,76
100,0  15,2   12,87
 90,9  15,3   12,97
100,0  15,5   13,08
100,0  15,5   13,19
100,0  15,5   13,29
100,0  15,5   13,39
100,0  15,5   13,50
100,0  15,7   13,60
 90,9  15,7   13,70
100,0  15,7   13,81
 90,9  15,7   13,91
100,0  15,7   14,02
100,0  15,8   14,13
100,0  15,9   14,23
100,0  15,9   14,34
100,0  15,9   14,44
100,0  15,9   14,55
100,0  15,9   14,65
100,0  16,2   14,76
100,0  16,2   14,86
100,0  16,2   14,97
 90,9  16,2   15,07
100,0  16,2   15,18
 90,9  16,3   15,28
100,0  16,4   15,38
100,0  16,4   15,49
100,0  16,4   15,59
100,0  16,4   15,70
100,0  16,4   15,80
 90,9  16,6   15,90
100,0  16,6   16,01
 90,9  16,6   16,11
100,0  16,6   16,22
 90,9  16,6   16,32
100,0  16,8   16,43
100,0  16,9   16,54
 90,9  16,9   16,64
100,0  16,9   16,75
 90,9  16,9   16,85
100,0  16,9   16,96
 90,9  17,1   17,06
100,0  17,1   17,17
 90,9  17,1   17,27
100,0  17,1   17,37
100,0  17,1   17,48
100,0  17,2   17,59
 90,9  17,3   17,69
100,0  17,3   17,79
100,0  17,3   17,90
100,0  17,3   18,00
100,0  17,3   18,11
 90,9  17,5   18,21
100,0  17,5   18,32
 90,9  17,5   18,42
100,0  17,5   18,52
100,0  17,5   18,63
100,0  17,5   18,73
 90,9  17,6   18,83
100,0  17,6   18,94
100,0  17,6   19,04
100,0  17,6   19,15
100,0  17,6   19,25
100,0  17,6   19,36
100,0  17,6   19,46
100,0  17,7   19,57
100,0  17,7   19,67
 90,9  17,7   19,77
100,0  17,7   19,88
100,0  17,7   19,98
 90,9  17,7   20,08
100,0  17,8   20,19
100,0  17,8   20,30
100,0  17,8   20,40
 90,9  17,8   20,50
100,0  17,8   20,61
 90,9  17,8   20,71
100,0  17,9   20,81
100,0  17,9   20,92
 90,9  17,9   21,02
100,0  17,9   21,12
100,0  17,9   21,23
100,0  17,9   21,34
 90,9  17,9   21,44
100,0  18,0   21,55
 90,9  18,0   21,65
100,0  18,0   21,76
100,0  18,0   21,86
100,0  18,0   21,97
100,0  18,0   22,07
 90,9  18,1   22,17
100,0  18,1   22,28
100,0  18,1   22,39
100,0  18,1   22,49
100,0  18,1   22,59
100,0  18,1   22,70
100,0  18,1   22,80
 90,9  18,2   22,90
100,0  18,2   23,01
 90,9  18,2   23,11
100,0  18,2   23,22
 90,9  18,2   23,32
100,0  18,2   23,43
100,0  18,2   23,53
 90,9  18,5   23,63
100,0  18,5   23,74
 90,9  18,5   23,84
100,0  18,5   23,95
 90,9  18,5   24,05
100,0  18,6   24,16
100,0  18,7   24,27
100,0  18,7   24,37
 90,9  18,7   24,47
100,0  18,7   24,58
100,0  18,7   24,69
100,0  18,8   24,79
 90,9  18,8   24,89
100,0  18,8   24,99
100,0  18,8   25,10
100,0  18,8   25,21
100,0  18,9   25,31
 90,9  19,4   25,41
100,0  19,5   25,52
100,0  19,5   25,63
100,0  19,5   25,73
 90,9  19,5   25,83
100,0  19,5   25,94
100,0  19,6   26,05
100,0  19,9   26,15
100,0  19,9   26,25
 90,9  19,9   26,35
100,0  19,9   26,46
 90,9  19,9   26,56
100,0  19,9   26,67
100,0  20,2   26,78
100,0  20,2   26,88
 90,9  20,2   26,98
100,0  20,2   27,09
 90,9  20,2   27,19
100,0  20,2   27,30
 90,9  20,4   27,40
100,0  20,6   27,50

