 90,9  20,1   21,32
100,0  20,1   21,42
100,0  20,1   21,53
 90,9  20,1   21,63
100,0  20,1   21,74
100,0  20,1   21,85
100,0  20,1   21,95
 90,9  20,2   22,05
100,0  20,2   22,16
100,0  20,2   22,27
100,0  20,2   22,37
100,0  20,2   22,48
 90,9  20,2   22,58
100,0  20,4   22,69
100,0  20,4   22,80
100,0  20,4   22,90
100,0  20,4   23,01
100,0  20,4   23,11
100,0  20,4   23,22
100,0  20,4   23,32
100,0  20,4   23,43
100,0  20,4   23,53
100,0  20,4   23,64
 90,9  20,4   23,74
100,0  20,4   23,85
 90,9  20,4   23,95
100,0  20,5   24,06
100,0  20,5   24,17
100,0  20,5   24,27
100,0  20,5   24,38
100,0  20,5   24,48
100,0  20,5   24,59
 90,9  20,8   24,69
100,0  20,9   24,80
100,0  20,9   24,91
100,0  20,9   25,01
 90,9  20,9   25,11
100,0  20,9   25,22
 90,9  20,9   25,32
100,0  21,0   25,43
100,0  21,0   25,53
100,0  21,0   25,64
100,0  21,0   25,74
100,0  21,0   25,85
100,0  21,2   25,96
 90,9  21,2   26,06
100,0  21,2   26,17
 90,9  21,2   26,27
 90,9  21,2   26,37
100,0  21,3   26,48
100,0  21,7   26,59
100,0  21,9   26,69
 90,9  21,9   26,79
100,0  21,9   26,90
 90,9  21,9   27,00
100,0  21,9   27,11
100,0  21,9   27,21
100,0  22,1   27,33
100,0  22,2   27,43
100,0  22,2   27,54
100,0  22,2   27,64
100,0  22,2   27,75
100,0  22,2   27,85
100,0  22,4   27,96
 90,9  22,5   28,06
100,0  22,5   28,17
 90,9  22,5   28,27
100,0  22,5   28,38
100,0  22,5   28,48
 90,9  22,5   28,58
100,0  22,8   28,70
 90,9  22,9   28,80
100,0  23,5   28,90
100,0  23,5   29,01
100,0  23,5   29,11
100,0  23,5   29,22
100,0  23,5   29,32
100,0  23,5   29,43
100,0   0,0   29,54

