CPU		MEM		TIME
 36,4   0,2   00,04
100,0   0,3   00,14
 90,9   0,4   00,24
100,0   0,5   00,35
 90,9   0,7   00,45
100,0   0,8   00,57
 81,8   0,9   00,66
100,0   1,0   00,77
100,0   1,1   00,88
100,0   1,2   00,98
100,0   1,3   01,09
100,0   1,4   01,19
 90,9   1,5   01,29
100,0   1,7   01,40
100,0   1,8   01,51
100,0   1,9   01,61
 90,9   2,0   01,71
100,0   2,1   01,82
 90,9   2,2   01,92
100,0   2,3   02,02
100,0   2,4   02,13
100,0   2,5   02,23
100,0   2,6   02,34
100,0   2,8   02,45
 90,9   2,9   02,55
100,0   3,0   02,66
 90,9   3,1   02,76
100,0   3,2   02,87
 63,6   3,3   02,94
 30,0   3,3   02,97
 36,4   3,3   03,01
 36,4   3,3   03,05
 40,0   3,4   03,09
 90,9   5,0   03,19
100,0   5,0   03,30
 90,9   5,6   03,40
100,0   6,3   03,51
 90,9   7,0   03,61
100,0   7,0   03,72
100,0   7,0   03,82
100,0   7,0   03,93
100,0   7,0   04,04
 90,9   7,0   04,14
100,0   7,0   04,25
100,0   7,3   04,36
 90,9   7,7   04,46
100,0   8,3   04,57
 90,9   8,3   04,67
100,0   8,3   04,78
 90,9   8,3   04,88
100,0   8,3   04,99
100,0   8,3   05,10
 90,9   8,3   05,20
100,0   8,3   05,30
100,0   9,2   05,41
100,0   9,4   05,52
 90,9   9,4   05,62
100,0   9,4   05,73
 90,9   9,4   05,83
100,0   9,4   05,94
100,0   9,4   06,04
100,0   9,8   06,15
100,0  10,1   06,26
 90,9  10,1   06,36
100,0  10,1   06,47
 90,9  10,1   06,57
100,0  10,1   06,68
 90,9  10,1   06,78
 90,9  10,7   06,88
100,0  11,0   07,00
 90,9  11,0   07,10
100,0  11,0   07,21
 90,9  11,0   07,31
100,0  11,0   07,42
100,0  11,0   07,52
100,0  11,6   07,63
100,0  11,6   07,73
 90,9  11,6   07,83
100,0  11,6   07,94
 90,9  11,6   08,04
100,0  11,6   08,15
 90,9  11,7   08,25
100,0  11,9   08,36
100,0  11,9   08,46
100,0  11,9   08,57
100,0  11,9   08,68
 90,9  11,9   08,78
100,0  11,9   08,88
100,0  12,4   08,99
100,0  12,4   09,10
100,0  12,4   09,21
 90,9  12,4   09,31
100,0  12,4   09,42
100,0  12,4   09,53
100,0  12,7   09,63
 90,9  12,8   09,73
100,0  12,8   09,83
100,0  12,8   09,94
100,0  12,8   10,04
100,0  12,8   10,15
 90,9  12,8   10,25
100,0  13,1   10,36
100,0  13,3   10,47
100,0  13,3   10,58
100,0  13,3   10,69
 90,9  13,3   10,79
100,0  13,3   10,90
100,0  13,3   11,00
100,0  13,6   11,11
100,0  13,8   11,22
100,0  13,8   11,32
100,0  13,8   11,43
100,0  13,8   11,53
100,0  13,8   11,64
100,0  13,8   11,74
100,0  14,1   11,85
100,0  14,2   11,95
 90,9  14,2   12,05
100,0  14,2   12,16
100,0  14,2   12,26
100,0  14,2   12,37
100,0  14,5   12,48
100,0  14,7   12,59
100,0  14,7   12,69
100,0  14,7   12,80
100,0  14,7   12,91
100,0  14,7   13,01
100,0  14,7   13,12
100,0  15,0   13,22
 90,9  15,2   13,32
100,0  15,2   13,43
 90,9  15,2   13,53
100,0  15,2   13,64
100,0  15,2   13,74
100,0  15,4   13,85
100,0  15,5   13,95
100,0  15,5   14,06
100,0  15,5   14,17
 90,9  15,5   14,27
100,0  15,5   14,38
100,0  15,6   14,48
100,0  15,6   14,59
100,0  15,6   14,69
100,0  15,6   14,80
100,0  15,6   14,90
 90,9  15,8   15,00
100,0  15,9   15,11
100,0  15,9   15,22
 90,9  15,9   15,32
100,0  15,9   15,43
 90,9  15,9   15,53
100,0  16,1   15,64
100,0  16,1   15,75
100,0  16,1   15,86
 90,9  16,1   15,96
 90,9  16,1   16,06
100,0  16,1   16,17
 90,9  16,3   16,27
100,0  16,3   16,38
 90,9  16,3   16,48
100,0  16,3   16,59
 90,9  16,3   16,69
100,0  16,5   16,80
100,0  16,6   16,91
 90,9  16,6   17,01
100,0  16,6   17,12
 90,9  16,6   17,22
100,0  16,6   17,33
100,0  16,8   17,44
 90,9  16,8   17,54
100,0  16,8   17,64
100,0  16,8   17,75
100,0  16,8   17,86
 90,9  16,9   17,96
100,0  17,0   18,07
 90,9  17,0   18,17
100,0  17,0   18,28
 90,9  17,0   18,38
100,0  17,0   18,49
 90,9  17,2   18,59
 90,9  17,3   18,69
100,0  17,3   18,80
 90,9  17,3   18,90
100,0  17,3   19,01
 90,9  17,3   19,11
100,0  17,4   19,23
 90,9  17,4   19,33
100,0  17,4   19,44
100,0  17,4   19,55
 90,9  17,4   19,65
100,0  17,4   19,75
100,0  17,5   19,86
100,0  17,5   19,96
100,0  17,5   20,07
100,0  17,5   20,18
 90,9  17,5   20,28
100,0  17,5   20,38
 90,9  17,5   20,48
100,0  17,6   20,59
 90,9  17,6   20,69
100,0  17,6   20,80
100,0  17,6   20,91
 90,9  17,6   21,01
100,0  17,6   21,12
 90,9  17,7   21,22
100,0  17,7   21,33
 90,9  17,7   21,43
100,0  17,7   21,54
 90,9  17,7   21,64
100,0  17,7   21,75
 90,9  17,8   21,85
100,0  17,8   21,95
100,0  17,8   22,06
100,0  17,8   22,16
100,0  17,8   22,27
100,0  17,8   22,37
100,0  17,8   22,48
100,0  17,9   22,59
100,0  17,9   22,69
100,0  17,9   22,80
 90,9  17,9   22,90
100,0  17,9   23,01
100,0  17,9   23,11
100,0  17,9   23,22
100,0  18,0   23,32
100,0  18,0   23,43
