cpu 	mem	  time
 81,8   0,3   00,09
 81,8   0,4   00,18
100,0   0,5   00,29
100,0   0,6   00,40
 90,0   0,7   00,49
100,0   0,9   00,60
100,0   1,0   00,71
100,0   1,1   00,82
100,0   1,2   00,92
 90,9   1,3   01,02
100,0   1,4   01,13
 90,9   1,5   01,23
100,0   1,7   01,34
 90,9   1,8   01,44
100,0   1,9   01,55
 90,9   2,0   01,65
100,0   2,1   01,75
 90,9   2,2   01,85
100,0   2,3   01,96
100,0   2,4   02,07
100,0   2,6   02,17
100,0   2,7   02,28
100,0   2,8   02,38
100,0   2,9   02,49
100,0   3,0   02,60
 90,9   3,1   02,70
100,0   3,2   02,80
100,0   3,5   02,91
100,0   4,0   03,01
 90,9   4,8   03,11
100,0   6,6   03,23
 90,9   6,9   03,33
100,0   8,0   03,43
100,0   8,0   03,54
100,0   8,7   03,64
 90,9   9,6   03,74
100,0   9,9   03,85
100,0   9,9   03,96
100,0   9,9   04,06
100,0   9,9   04,17
 90,9   9,9   04,27
100,0   9,9   04,38
 90,9   9,9   04,48
100,0  10,5   04,59
 90,9  11,2   04,69
100,0  11,2   04,80
 90,9  11,2   04,90
100,0  11,2   05,01
100,0  11,2   05,11
100,0  11,2   05,22
100,0  11,2   05,32
100,0  11,2   05,43
 90,9  11,5   05,53
100,0  12,4   05,64
100,0  12,4   05,75
100,0  12,4   05,86
 90,9  12,4   05,96
100,0  12,4   06,07
 90,9  12,4   06,17
100,0  12,7   06,28
 90,9  13,0   06,38
100,0  13,0   06,48
100,0  13,0   06,59
 90,9  13,0   06,69
100,0  13,0   06,80
 90,9  13,0   06,90
100,0  13,2   07,01
 90,9  13,7   07,11
100,0  14,0   07,22
100,0  14,0   07,33
100,0  14,0   07,44
 90,9  14,0   07,54
 90,9  14,0   07,64
100,0  14,0   07,75
 90,9  14,5   07,85
100,0  14,5   07,96
 90,9  14,5   08,06
100,0  14,5   08,17
100,0  14,5   08,28
 90,9  14,5   08,38
100,0  14,9   08,49
100,0  14,9   08,60
100,0  14,9   08,70
100,0  14,9   08,81
100,0  14,9   08,92
100,0  14,9   09,02
 90,9  15,1   09,12
100,0  15,3   09,23
100,0  15,3   09,34
100,0  15,3   09,44
100,0  15,3   09,55
100,0  15,3   09,65
100,0  15,3   09,76
 81,8  15,7   09,85
100,0  15,8   09,96
100,0  15,8   10,07
100,0  15,8   10,18
